state,commodity_group,commodity,price_date,price,source_date,price_type
Andhra Pradesh,Cereals,Paddy(Common),2026-02-09,2350.0,2026-02-13,Actual
Andhra Pradesh,Fibre Crops,Cotton,2026-02-11,7659.0,2026-02-13,Actual
Andhra Pradesh,Fibre Crops,Cotton,2026-02-10,7708.0,2026-02-13,Actual
Andhra Pradesh,Fibre Crops,Cotton,2026-02-09,7769.0,2026-02-13,Actual
Andhra Pradesh,Oil Seeds,Groundnut,2026-02-11,8338.0,2026-02-13,Actual
Andhra Pradesh,Oil Seeds,Groundnut,2026-02-10,8333.32,2026-02-13,Actual
Andhra Pradesh,Oil Seeds,Groundnut,2026-02-09,8889.0,2026-02-13,Actual
Andhra Pradesh,Oil Seeds,Sunflower Seed,2026-02-11,6253.0,2026-02-13,Actual
Andhra Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-02-11,5211.0,2026-02-13,Actual
Andhra Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-02-10,5039.0,2026-02-13,Actual
Andhra Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-02-09,5179.0,2026-02-13,Actual
Andhra Pradesh,Pulses,Black Gram(Urd Beans)(Whole),2026-02-10,8550.0,2026-02-13,Actual
Andhra Pradesh,Pulses,Black Gram(Urd Beans)(Whole),2026-02-09,8000.0,2026-02-13,Actual
Andhra Pradesh,Vegetables,Onion,2026-02-10,1237.0,2026-02-13,Actual
Andhra Pradesh,Vegetables,Potato,2026-02-11,1700.0,2026-02-13,Actual
Andhra Pradesh,Vegetables,Potato,2026-02-10,2000.0,2026-02-13,Actual
Andhra Pradesh,Vegetables,Potato,2026-02-09,1600.0,2026-02-13,Actual
Andhra Pradesh,Vegetables,Tomato,2026-02-11,1432.57,2026-02-13,Actual
Andhra Pradesh,Vegetables,Tomato,2026-02-10,1537.66,2026-02-13,Actual
Andhra Pradesh,Vegetables,Tomato,2026-02-09,1437.52,2026-02-13,Actual
