state,commodity_group,commodity,price_date,price,source_date,price_type
Manipur,Pulses,Bengal Gram(Gram)(Whole),2026-03-31,7880.0,2026-04-02,Actual
Manipur,Pulses,Bengal Gram(Gram)(Whole),2026-03-30,7885.0,2026-04-02,Actual
Manipur,Pulses,Black Gram(Urd Beans)(Whole),2026-03-31,13750.0,2026-04-02,Actual
Manipur,Pulses,Black Gram(Urd Beans)(Whole),2026-03-30,13750.0,2026-04-02,Actual
Manipur,Vegetables,Onion,2026-03-31,2772.02,2026-04-02,Actual
Manipur,Vegetables,Onion,2026-03-30,2957.32,2026-04-02,Actual
Manipur,Vegetables,Potato,2026-03-31,1750.0,2026-04-02,Actual
Manipur,Vegetables,Potato,2026-03-30,1750.0,2026-04-02,Actual
