state,commodity,predicted_date,predicted_price,confidence_score
West Bengal,Groundnut,2026-01-29,9500.0,LOW
West Bengal,Groundnut,2026-01-30,9500.0,LOW
West Bengal,Groundnut,2026-01-31,9500.0,LOW
West Bengal,Maize,2026-01-29,2229.0,HIGH
West Bengal,Maize,2026-01-30,2215.0,HIGH
West Bengal,Maize,2026-01-31,2201.0,HIGH
West Bengal,Mustard,2026-01-29,6713.83,HIGH
West Bengal,Mustard,2026-01-30,6712.4,HIGH
West Bengal,Mustard,2026-01-31,6710.97,HIGH
West Bengal,Onion,2026-01-29,2048.41,HIGH
West Bengal,Onion,2026-01-30,2038.86,HIGH
West Bengal,Onion,2026-01-31,2029.31,HIGH
West Bengal,Paddy(Common),2026-01-29,2310.4,HIGH
West Bengal,Paddy(Common),2026-01-30,2313.44,HIGH
West Bengal,Paddy(Common),2026-01-31,2316.48,HIGH
West Bengal,Potato,2026-01-29,1031.93,HIGH
West Bengal,Potato,2026-01-30,1028.19,HIGH
West Bengal,Potato,2026-01-31,1024.45,HIGH
West Bengal,"Sesamum(Sesame,Gingelly,Til)",2026-01-29,6801.41,HIGH
West Bengal,"Sesamum(Sesame,Gingelly,Til)",2026-01-30,6801.41,HIGH
West Bengal,"Sesamum(Sesame,Gingelly,Til)",2026-01-31,6801.41,HIGH
West Bengal,Tomato,2026-01-29,2729.47,HIGH
West Bengal,Tomato,2026-01-30,2646.05,HIGH
West Bengal,Tomato,2026-01-31,2562.63,HIGH
West Bengal,Wheat,2026-01-29,2571.26,HIGH
West Bengal,Wheat,2026-01-30,2564.73,HIGH
West Bengal,Wheat,2026-01-31,2558.2,HIGH
