state,commodity,predicted_date,predicted_price,confidence_score
West Bengal,Groundnut,2026-01-30,9454.5,MEDIUM
West Bengal,Groundnut,2026-01-31,9550.0,MEDIUM
West Bengal,Groundnut,2026-02-01,9645.5,MEDIUM
West Bengal,Maize,2026-01-30,2290.0,HIGH
West Bengal,Maize,2026-01-31,2300.0,HIGH
West Bengal,Maize,2026-02-01,2310.0,HIGH
West Bengal,Mustard,2026-01-30,6763.59,HIGH
West Bengal,Mustard,2026-01-31,6775.49,HIGH
West Bengal,Mustard,2026-02-01,6787.39,HIGH
West Bengal,Onion,2026-01-30,1972.98,HIGH
West Bengal,Onion,2026-01-31,1950.54,HIGH
West Bengal,Onion,2026-02-01,1928.1,HIGH
West Bengal,Paddy(Common),2026-01-30,2288.3,HIGH
West Bengal,Paddy(Common),2026-01-31,2283.91,HIGH
West Bengal,Paddy(Common),2026-02-01,2279.52,HIGH
West Bengal,Potato,2026-01-30,1001.53,HIGH
West Bengal,Potato,2026-01-31,992.53,HIGH
West Bengal,Potato,2026-02-01,983.53,HIGH
West Bengal,"Sesamum(Sesame,Gingelly,Til)",2026-01-30,6717.92,HIGH
West Bengal,"Sesamum(Sesame,Gingelly,Til)",2026-01-31,6697.05,HIGH
West Bengal,"Sesamum(Sesame,Gingelly,Til)",2026-02-01,6676.18,HIGH
West Bengal,Tomato,2026-01-30,2115.45,HIGH
West Bengal,Tomato,2026-01-31,1930.67,HIGH
West Bengal,Tomato,2026-02-01,1745.89,HIGH
West Bengal,Wheat,2026-01-30,2791.67,HIGH
West Bengal,Wheat,2026-01-31,2844.32,HIGH
West Bengal,Wheat,2026-02-01,2896.97,HIGH
