,,,,Marketwise Price & Arrival Report (25-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 25 Jan, 2026","Price on 24 Jan, 2026","Price on 23 Jan, 2026","Arrival on 25 Jan, 2026","Arrival on 24 Jan, 2026","Arrival on 23 Jan, 2026"
Cereals,Paddy(Common),2369.00,4241.00,3900.00,3890.00,70.50,11.00,18.00
Fibre Crops,Cotton,7710.00,-,7424.56,7671.91,-,211.70,266.14
Oil Seeds,Mustard,5950.00,-,6200.00,-,-,11.10,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,-,5301.00,-,-,1.00,-
Pulses,Green Gram(Moong)(Whole),8768.00,-,-,6480.00,-,-,1.00
Vegetables,Onion,-,1759.22,1699.38,1647.42,28.75,129.82,61.15
Vegetables,Potato,-,676.39,582.25,576.10,46.50,221.40,200.70
Vegetables,Tomato,-,2031.37,2580.46,2311.95,26.30,80.51,95.12

