,,,,Marketwise Price & Arrival Report (28-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jan, 2026","Price on 27 Jan, 2026","Price on 26 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026","Arrival on 26 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2000.00,1900.00,-,1.00,1.70,-
Cereals,Paddy(Common),2369.00,4260.54,3431.07,-,126.00,58.90,-
Cereals,Wheat,2425.00,-,2600.00,-,-,1.00,-
Fibre Crops,Cotton,7710.00,7628.29,7599.74,7335.82,351.40,243.85,115.70
Oil Seeds,Mustard,5950.00,6221.95,-,7000.00,2.10,-,1.20
Pulses,Bengal Gram(Gram)(Whole),5650.00,5318.00,-,5301.00,15.80,-,13.90
Pulses,Green Gram(Moong)(Whole),8768.00,6545.00,-,-,1.00,-,-
Vegetables,Onion,-,1703.51,1630.11,1892.03,132.72,106.49,128.88
Vegetables,Potato,-,679.12,675.99,649.59,215.75,241.19,326.85
Vegetables,Tomato,-,2448.02,2196.64,2218.41,89.66,78.29,104.27

