,,,,Marketwise Price & Arrival Report (12-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 12 Feb, 2026","Price on 11 Feb, 2026","Price on 10 Feb, 2026","Arrival on 12 Feb, 2026","Arrival on 11 Feb, 2026","Arrival on 10 Feb, 2026"
Cereals,Maize,2400.00,2500.00,2500.00,-,0.25,0.25,-
Cereals,Paddy(Common),2369.00,2369.00,2369.00,2369.00,1.00,51.20,1.00
Fibre Crops,Cotton,7710.00,7990.00,-,7500.00,20.88,-,12.00
Vegetables,Onion,-,1826.98,2369.23,3461.45,6.30,6.50,94.55
Vegetables,Potato,-,2006.49,2013.37,2064.05,469.70,574.40,638.70
Vegetables,Tomato,-,1567.24,2013.92,1870.08,20.30,23.18,18.05

