,,,,Marketwise Price & Arrival Report (17-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 17 Feb, 2026","Price on 16 Feb, 2026","Price on 15 Feb, 2026","Arrival on 17 Feb, 2026","Arrival on 16 Feb, 2026","Arrival on 15 Feb, 2026"
Cereals,Maize,2400.00,2500.00,2500.00,-,0.25,0.25,-
Cereals,Paddy(Common),2369.00,2369.00,2369.00,2369.00,6.10,8.60,1.20
Fibre Crops,Cotton,7710.00,-,8000.00,-,-,42.12,-
Vegetables,Onion,-,2262.22,2022.22,1894.74,9.00,4.50,3.80
Vegetables,Potato,-,1833.47,1789.67,1153.85,512.70,509.20,5.20
Vegetables,Tomato,-,1859.94,1800.00,1085.71,32.33,14.15,21.00

