,,,,Marketwise Price & Arrival Report (13-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 13 Mar, 2026","Price on 12 Mar, 2026","Price on 11 Mar, 2026","Arrival on 13 Mar, 2026","Arrival on 12 Mar, 2026","Arrival on 11 Mar, 2026"
Cereals,Maize,2400.00,2250.00,2250.00,2250.00,0.50,0.50,0.25
Cereals,Paddy(Common),2369.00,2369.00,2369.00,2369.00,0.90,0.90,1.00
Fibre Crops,Cotton,7710.00,-,7500.00,-,-,15.00,-
Vegetables,Onion,-,1600.00,1675.00,1726.53,1.80,6.40,4.90
Vegetables,Potato,-,1634.15,1647.11,1676.28,205.00,218.20,208.70
Vegetables,Tomato,-,1409.09,1490.32,1207.07,30.25,33.58,33.58

