state,commodity_group,commodity,price_date,price,source_date,price_type
Tripura,Cereals,Paddy(Common),2026-02-01,2250.0,2026-02-04,Actual
Tripura,Vegetables,Onion,2026-02-02,2551.16,2026-02-04,Actual
Tripura,Vegetables,Onion,2026-02-01,2844.44,2026-02-04,Actual
Tripura,Vegetables,Onion,2026-01-31,2618.18,2026-02-04,Actual
Tripura,Vegetables,Potato,2026-02-02,1813.01,2026-02-04,Actual
Tripura,Vegetables,Potato,2026-02-01,1611.74,2026-02-04,Actual
Tripura,Vegetables,Potato,2026-01-31,1926.09,2026-02-04,Actual
Tripura,Vegetables,Tomato,2026-02-02,4300.0,2026-02-04,Actual
Tripura,Vegetables,Tomato,2026-02-01,3617.95,2026-02-04,Actual
Tripura,Vegetables,Tomato,2026-01-31,4275.0,2026-02-04,Actual
