state,commodity_group,commodity,price_date,price,source_date,price_type
Uttar Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-22,1847.17,2026-03-24,Actual
Uttar Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-21,1791.68,2026-03-24,Actual
Uttar Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-03-20,1839.77,2026-03-24,Actual
Uttar Pradesh,Cereals,Barley(Jau),2026-03-22,2100.0,2026-03-24,Actual
Uttar Pradesh,Cereals,Barley(Jau),2026-03-21,2000.0,2026-03-24,Actual
Uttar Pradesh,Cereals,Barley(Jau),2026-03-20,1983.36,2026-03-24,Actual
Uttar Pradesh,Cereals,Maize,2026-03-22,1931.8,2026-03-24,Actual
Uttar Pradesh,Cereals,Maize,2026-03-21,2030.0,2026-03-24,Actual
Uttar Pradesh,Cereals,Maize,2026-03-20,1859.45,2026-03-24,Actual
Uttar Pradesh,Cereals,Paddy(Common),2026-03-22,2034.98,2026-03-24,Actual
Uttar Pradesh,Cereals,Paddy(Common),2026-03-21,2448.11,2026-03-24,Actual
Uttar Pradesh,Cereals,Paddy(Common),2026-03-20,2266.8,2026-03-24,Actual
Uttar Pradesh,Cereals,Wheat,2026-03-22,2389.87,2026-03-24,Actual
Uttar Pradesh,Cereals,Wheat,2026-03-21,2407.79,2026-03-24,Actual
Uttar Pradesh,Cereals,Wheat,2026-03-20,2401.3,2026-03-24,Actual
Uttar Pradesh,Oil Seeds,Groundnut,2026-03-20,5749.86,2026-03-24,Actual
Uttar Pradesh,Oil Seeds,Mustard,2026-03-22,6151.24,2026-03-24,Actual
Uttar Pradesh,Oil Seeds,Mustard,2026-03-21,6254.65,2026-03-24,Actual
Uttar Pradesh,Oil Seeds,Mustard,2026-03-20,6134.12,2026-03-24,Actual
Uttar Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),2026-03-22,11158.0,2026-03-24,Actual
Uttar Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),2026-03-20,13525.0,2026-03-24,Actual
Uttar Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-03-22,5940.6,2026-03-24,Actual
Uttar Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-03-21,5949.21,2026-03-24,Actual
Uttar Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-03-20,5157.72,2026-03-24,Actual
Uttar Pradesh,Pulses,Lentil(Masur)(Whole),2026-03-22,7440.0,2026-03-24,Actual
Uttar Pradesh,Pulses,Lentil(Masur)(Whole),2026-03-21,7430.0,2026-03-24,Actual
Uttar Pradesh,Pulses,Lentil(Masur)(Whole),2026-03-20,7450.0,2026-03-24,Actual
Uttar Pradesh,Vegetables,Onion,2026-03-22,1359.77,2026-03-24,Actual
Uttar Pradesh,Vegetables,Onion,2026-03-21,1394.82,2026-03-24,Actual
Uttar Pradesh,Vegetables,Onion,2026-03-20,1434.45,2026-03-24,Actual
Uttar Pradesh,Vegetables,Potato,2026-03-22,581.31,2026-03-24,Actual
Uttar Pradesh,Vegetables,Potato,2026-03-21,678.35,2026-03-24,Actual
Uttar Pradesh,Vegetables,Potato,2026-03-20,616.81,2026-03-24,Actual
Uttar Pradesh,Vegetables,Tomato,2026-03-22,1360.9,2026-03-24,Actual
Uttar Pradesh,Vegetables,Tomato,2026-03-21,1589.15,2026-03-24,Actual
Uttar Pradesh,Vegetables,Tomato,2026-03-20,1162.56,2026-03-24,Actual
