state,commodity_group,commodity,price_date,price,source_date
Uttar Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-01-28,1905.24,2026-01-30
Uttar Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-01-27,2194.84,2026-01-30
Uttar Pradesh,Cereals,Bajra(Pearl Millet/Cumbu),2026-01-26,1912.01,2026-01-30
Uttar Pradesh,Cereals,Barley(Jau),2026-01-28,2240.0,2026-01-30
Uttar Pradesh,Cereals,Barley(Jau),2026-01-27,2225.0,2026-01-30
Uttar Pradesh,Cereals,Jowar(Sorghum),2026-01-28,6400.0,2026-01-30
Uttar Pradesh,Cereals,Jowar(Sorghum),2026-01-27,2600.0,2026-01-30
Uttar Pradesh,Cereals,Maize,2026-01-28,2100.13,2026-01-30
Uttar Pradesh,Cereals,Maize,2026-01-27,2053.81,2026-01-30
Uttar Pradesh,Cereals,Maize,2026-01-26,1911.75,2026-01-30
Uttar Pradesh,Cereals,Paddy(Common),2026-01-28,2311.15,2026-01-30
Uttar Pradesh,Cereals,Paddy(Common),2026-01-27,2229.63,2026-01-30
Uttar Pradesh,Cereals,Paddy(Common),2026-01-26,2451.65,2026-01-30
Uttar Pradesh,Cereals,Wheat,2026-01-28,2500.78,2026-01-30
Uttar Pradesh,Cereals,Wheat,2026-01-27,2512.55,2026-01-30
Uttar Pradesh,Cereals,Wheat,2026-01-26,2540.21,2026-01-30
Uttar Pradesh,Oil Seeds,Groundnut,2026-01-28,6900.91,2026-01-30
Uttar Pradesh,Oil Seeds,Groundnut,2026-01-27,6000.0,2026-01-30
Uttar Pradesh,Oil Seeds,Groundnut,2026-01-26,6750.0,2026-01-30
Uttar Pradesh,Oil Seeds,Mustard,2026-01-28,6621.33,2026-01-30
Uttar Pradesh,Oil Seeds,Mustard,2026-01-27,6608.74,2026-01-30
Uttar Pradesh,Oil Seeds,Mustard,2026-01-26,6330.82,2026-01-30
Uttar Pradesh,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-01-28,9172.7,2026-01-30
Uttar Pradesh,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-01-26,9130.0,2026-01-30
Uttar Pradesh,Pulses,Arhar(Tur/Red Gram)(Whole),2026-01-28,6000.0,2026-01-30
Uttar Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-01-28,5382.13,2026-01-30
Uttar Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-01-27,5449.27,2026-01-30
Uttar Pradesh,Pulses,Bengal Gram(Gram)(Whole),2026-01-26,5350.0,2026-01-30
Uttar Pradesh,Pulses,Black Gram(Urd Beans)(Whole),2026-01-27,8850.0,2026-01-30
Uttar Pradesh,Pulses,Lentil(Masur)(Whole),2026-01-28,6185.38,2026-01-30
Uttar Pradesh,Pulses,Lentil(Masur)(Whole),2026-01-27,7192.28,2026-01-30
Uttar Pradesh,Vegetables,Onion,2026-01-28,1505.67,2026-01-30
Uttar Pradesh,Vegetables,Onion,2026-01-27,1496.58,2026-01-30
Uttar Pradesh,Vegetables,Onion,2026-01-26,1470.57,2026-01-30
Uttar Pradesh,Vegetables,Potato,2026-01-28,595.92,2026-01-30
Uttar Pradesh,Vegetables,Potato,2026-01-27,620.59,2026-01-30
Uttar Pradesh,Vegetables,Potato,2026-01-26,626.08,2026-01-30
Uttar Pradesh,Vegetables,Tomato,2026-01-28,1760.43,2026-01-30
Uttar Pradesh,Vegetables,Tomato,2026-01-27,1791.37,2026-01-30
Uttar Pradesh,Vegetables,Tomato,2026-01-26,2017.39,2026-01-30
