,,,,Marketwise Price & Arrival Report (04-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 04 Feb, 2026","Price on 03 Feb, 2026","Price on 02 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026"
Cereals,Paddy(Common),2369.00,-,2100.00,-,-,4.00,-
Oil Seeds,Mustard,5950.00,-,6300.00,-,-,0.40,-
Pulses,Lentil(Masur)(Whole),6700.00,9477.50,9416.67,9000.00,100.00,96.00,103.00
Vegetables,Onion,-,2549.55,2643.35,2825.16,443.00,477.50,467.00
Vegetables,Potato,-,1242.25,1586.47,1285.75,640.50,15621.50,671.00
Vegetables,Tomato,-,2490.94,2521.36,2825.53,111.50,83.80,135.90

