,,,,Marketwise Price & Arrival Report (18-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 18 Feb, 2026","Price on 17 Feb, 2026","Price on 16 Feb, 2026","Arrival on 18 Feb, 2026","Arrival on 17 Feb, 2026","Arrival on 16 Feb, 2026"
Cereals,Maize,2400.00,-,1600.00,-,-,1.20,-
Cereals,Paddy(Common),2369.00,-,2100.00,-,-,1.50,-
Oil Seeds,Mustard,5950.00,-,6400.00,-,-,1.20,-
Pulses,Lentil(Masur)(Whole),6700.00,9441.67,9134.62,9141.46,120.00,130.00,82.00
Vegetables,Onion,-,2471.51,2542.30,2371.85,509.00,490.50,572.00
Vegetables,Potato,-,1165.61,1206.50,1239.49,618.00,611.00,671.00
Vegetables,Tomato,-,2240.88,2400.86,2359.79,70.70,70.00,93.50

