,,,,Marketwise Price & Arrival Report (28-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jan, 2026","Price on 27 Jan, 2026","Price on 26 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026","Arrival on 26 Jan, 2026"
Cereals,Paddy(Common),2369.00,-,2050.00,-,-,5.50,-
Oil Seeds,Mustard,5950.00,-,6500.00,-,-,0.30,-
Pulses,Lentil(Masur)(Whole),6700.00,9150.46,8831.82,-,109.00,110.00,-
Vegetables,Onion,-,2900.00,2786.24,-,390.00,407.00,-
Vegetables,Potato,-,1259.11,1269.65,-,546.00,572.50,-
Vegetables,Tomato,-,2805.46,3025.18,-,95.30,69.50,-

