,,,,Marketwise Price & Arrival Report (03-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 03 Feb, 2026","Price on 02 Feb, 2026","Price on 01 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026","Arrival on 01 Feb, 2026"
Cereals,Paddy(Common),2369.00,2100.00,-,-,4.00,-,-
Oil Seeds,Mustard,5950.00,6300.00,-,-,0.40,-,-
Pulses,Lentil(Masur)(Whole),6700.00,9416.67,9000.00,-,96.00,103.00,-
Vegetables,Onion,-,2643.35,2825.16,2729.63,477.50,467.00,356.00
Vegetables,Potato,-,1586.47,1285.75,1268.86,15621.50,671.00,493.00
Vegetables,Tomato,-,2521.36,2825.53,3048.33,83.80,135.90,32.90

