,,,,Marketwise Price & Arrival Report (05-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 05 Feb, 2026","Price on 04 Feb, 2026","Price on 03 Feb, 2026","Arrival on 05 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026"
Cereals,Paddy(Common),2369.00,-,-,2100.00,-,-,4.00
Oil Seeds,Mustard,5950.00,-,-,6300.00,-,-,0.40
Pulses,Lentil(Masur)(Whole),6700.00,9045.45,9477.50,9416.67,110.00,100.00,96.00
Vegetables,Onion,-,2670.01,2549.55,2643.35,528.50,443.00,477.50
Vegetables,Potato,-,1241.51,1242.25,1586.47,734.00,640.50,15621.50
Vegetables,Tomato,-,2858.59,2490.94,2521.36,97.80,111.50,83.80

