,,,,Marketwise Price & Arrival Report (21-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Mar, 2026","Price on 20 Mar, 2026","Price on 19 Mar, 2026","Arrival on 21 Mar, 2026","Arrival on 20 Mar, 2026","Arrival on 19 Mar, 2026"
Vegetables,Onion,-,-,1200.00,1200.00,-,283.52,215.04
Vegetables,Potato,-,-,200.00,200.00,-,160.20,315.00
Vegetables,Tomato,-,-,1200.00,1400.00,-,208.75,186.85

