state,commodity,model,rmse,mae,mape,confidence,train_points
Telangana,Arhar(Tur/Red Gram)(Whole),hybrid_ma,0.0,0.0,0.0,LOW,2
Telangana,Bengal Gram(Gram)(Whole),fallback_copy,0.0,0.0,0.0,LOW,1
Telangana,Cotton,hybrid_trend,0.0,0.0,0.0,LOW,3
Telangana,Maize,hybrid_trend,0.0,0.0,0.0,LOW,3
Telangana,Onion,hybrid_trend,0.0,0.0,0.0,LOW,3
Telangana,Paddy(Common),hybrid_trend,0.0,0.0,0.0,LOW,3
Telangana,Potato,hybrid_trend,0.0,0.0,0.0,LOW,3
Telangana,Tomato,hybrid_trend,0.0,0.0,0.0,LOW,3
