state,commodity,model,rmse,mae,mape,confidence,train_points
Manipur,Bengal Gram(Gram)(Whole),fallback_copy,,,,LOW,1
Manipur,Onion,fallback_copy,,,,LOW,1
Manipur,Potato,fallback_copy,,,,LOW,1
