state,commodity,model,rmse,mae,mape,confidence,train_points
Chandigarh,Onion,hybrid_trend,,,,LOW,3
Chandigarh,Potato,hybrid_trend,,,,LOW,3
Chandigarh,Tomato,hybrid_trend,,,,LOW,3
