state,commodity,model,rmse,mae,mape,confidence,train_points
Assam,Lentil(Masur)(Whole),hybrid_trend,,,,LOW,3
Assam,Onion,hybrid_trend,,,,LOW,3
Assam,Potato,hybrid_trend,,,,LOW,3
Assam,Tomato,hybrid_trend,,,,LOW,3
