state,commodity,model,rmse,mae,mape,confidence,train_points
Himachal Pradesh,Onion,hybrid_trend,0.0,0.0,0.0,LOW,3
Himachal Pradesh,Potato,hybrid_trend,0.0,0.0,0.0,LOW,3
Himachal Pradesh,Tomato,hybrid_trend,0.0,0.0,0.0,LOW,3
