state,commodity,model,rmse,mae,mape,confidence,train_points
Punjab,Cotton,hybrid_trend,,,,LOW,3
Punjab,Onion,hybrid_trend,,,,LOW,3
Punjab,Potato,hybrid_trend,,,,LOW,3
Punjab,Tomato,hybrid_trend,,,,LOW,3
Punjab,Wheat,fallback_copy,,,,LOW,1
