state,commodity,model,rmse,mae,mape,confidence,train_points
Tripura,Onion,hybrid_trend,,,,LOW,3
Tripura,Potato,hybrid_trend,,,,LOW,3
Tripura,Tomato,hybrid_trend,,,,LOW,3
