state,commodity,model,rmse,mae,mape,confidence,train_points
Jammu and Kashmir,Onion,hybrid_trend,,,,LOW,3
Jammu and Kashmir,Potato,hybrid_trend,,,,LOW,3
Jammu and Kashmir,Tomato,hybrid_trend,,,,LOW,3
