state,commodity,model,rmse,mae,mape,confidence,train_points
Bihar,Onion,hybrid_trend,,,,LOW,3
Bihar,Paddy(Common),hybrid_trend,,,,LOW,3
Bihar,Potato,hybrid_trend,,,,LOW,3
