,,,,Marketwise Price & Arrival Report (28-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jan, 2026","Price on 27 Jan, 2026","Price on 26 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026","Arrival on 26 Jan, 2026"
Cereals,Wheat,2425.00,2440.00,-,-,2.50,-,-
Fibre Crops,Cotton,7710.00,7699.23,7607.98,7596.47,179.00,109.00,8.50
Oil Seeds,Mustard,5950.00,-,6390.00,-,-,1.50,-
Vegetables,Onion,-,1638.44,1851.45,1515.70,434.64,560.68,440.80
Vegetables,Potato,-,361.54,347.16,337.20,748.28,744.75,693.27
Vegetables,Tomato,-,1757.09,1783.60,1627.18,119.55,115.75,160.84

