state,commodity_group,commodity,price_date,price,source_date,price_type
Maharashtra,Cereals,Bajra(Pearl Millet/Cumbu),2026-02-06,3608.09,2026-02-09,Actual
Maharashtra,Cereals,Bajra(Pearl Millet/Cumbu),2026-02-05,3663.81,2026-02-09,Actual
Maharashtra,Cereals,Bajra(Pearl Millet/Cumbu),2026-02-04,3750.86,2026-02-09,Actual
Maharashtra,Cereals,Jowar(Sorghum),2026-02-06,5533.68,2026-02-09,Actual
Maharashtra,Cereals,Jowar(Sorghum),2026-02-05,5473.8,2026-02-09,Actual
Maharashtra,Cereals,Jowar(Sorghum),2026-02-04,5917.99,2026-02-09,Actual
Maharashtra,Cereals,Maize,2026-02-06,3242.54,2026-02-09,Actual
Maharashtra,Cereals,Maize,2026-02-05,3200.0,2026-02-09,Actual
Maharashtra,Cereals,Maize,2026-02-04,3246.37,2026-02-09,Actual
Maharashtra,Cereals,Paddy(Common),2026-02-06,2683.57,2026-02-09,Actual
Maharashtra,Cereals,Paddy(Common),2026-02-05,2782.66,2026-02-09,Actual
Maharashtra,Cereals,Paddy(Common),2026-02-04,2718.61,2026-02-09,Actual
Maharashtra,Cereals,Ragi(Finger Millet),2026-02-06,5300.0,2026-02-09,Actual
Maharashtra,Cereals,Ragi(Finger Millet),2026-02-05,5250.0,2026-02-09,Actual
Maharashtra,Cereals,Ragi(Finger Millet),2026-02-04,5200.0,2026-02-09,Actual
Maharashtra,Cereals,Wheat,2026-02-06,3614.13,2026-02-09,Actual
Maharashtra,Cereals,Wheat,2026-02-05,3403.12,2026-02-09,Actual
Maharashtra,Cereals,Wheat,2026-02-04,3510.18,2026-02-09,Actual
Maharashtra,Fibre Crops,Cotton,2026-02-06,7911.54,2026-02-09,Actual
Maharashtra,Fibre Crops,Cotton,2026-02-05,7877.39,2026-02-09,Actual
Maharashtra,Fibre Crops,Cotton,2026-02-04,7868.88,2026-02-09,Actual
Maharashtra,Oil Seeds,Groundnut,2026-02-05,8246.18,2026-02-09,Actual
Maharashtra,Oil Seeds,Groundnut,2026-02-04,7712.0,2026-02-09,Actual
Maharashtra,Oil Seeds,Mustard,2026-02-06,8000.0,2026-02-09,Actual
Maharashtra,Oil Seeds,Mustard,2026-02-05,8000.0,2026-02-09,Actual
Maharashtra,Oil Seeds,Mustard,2026-02-04,7927.27,2026-02-09,Actual
Maharashtra,Oil Seeds,Safflower,2026-02-06,7000.0,2026-02-09,Actual
Maharashtra,Oil Seeds,Safflower,2026-02-05,8100.0,2026-02-09,Actual
Maharashtra,Oil Seeds,Safflower,2026-02-04,8000.0,2026-02-09,Actual
Maharashtra,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-02-06,15173.91,2026-02-09,Actual
Maharashtra,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-02-05,15391.3,2026-02-09,Actual
Maharashtra,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-02-04,15312.5,2026-02-09,Actual
Maharashtra,Oil Seeds,Soyabean,2026-02-06,5626.72,2026-02-09,Actual
Maharashtra,Oil Seeds,Soyabean,2026-02-05,5690.29,2026-02-09,Actual
Maharashtra,Oil Seeds,Soyabean,2026-02-04,5662.82,2026-02-09,Actual
Maharashtra,Pulses,Arhar(Tur/Red Gram)(Whole),2026-02-06,8191.82,2026-02-09,Actual
Maharashtra,Pulses,Arhar(Tur/Red Gram)(Whole),2026-02-05,8299.95,2026-02-09,Actual
Maharashtra,Pulses,Arhar(Tur/Red Gram)(Whole),2026-02-04,8272.07,2026-02-09,Actual
Maharashtra,Pulses,Bengal Gram(Gram)(Whole),2026-02-06,6832.94,2026-02-09,Actual
Maharashtra,Pulses,Bengal Gram(Gram)(Whole),2026-02-05,6328.0,2026-02-09,Actual
Maharashtra,Pulses,Bengal Gram(Gram)(Whole),2026-02-04,6444.1,2026-02-09,Actual
Maharashtra,Pulses,Black Gram(Urd Beans)(Whole),2026-02-06,9650.0,2026-02-09,Actual
Maharashtra,Pulses,Black Gram(Urd Beans)(Whole),2026-02-05,9274.14,2026-02-09,Actual
Maharashtra,Pulses,Black Gram(Urd Beans)(Whole),2026-02-04,9270.77,2026-02-09,Actual
Maharashtra,Pulses,Green Gram(Moong)(Whole),2026-02-06,10308.11,2026-02-09,Actual
Maharashtra,Pulses,Green Gram(Moong)(Whole),2026-02-05,10070.94,2026-02-09,Actual
Maharashtra,Pulses,Green Gram(Moong)(Whole),2026-02-04,10360.79,2026-02-09,Actual
Maharashtra,Pulses,Lentil(Masur)(Whole),2026-02-06,8282.83,2026-02-09,Actual
Maharashtra,Pulses,Lentil(Masur)(Whole),2026-02-05,8437.91,2026-02-09,Actual
Maharashtra,Pulses,Lentil(Masur)(Whole),2026-02-04,8285.82,2026-02-09,Actual
