state,commodity_group,commodity,price_date,price,source_date,price_type
West Bengal,Cereals,Maize,2026-03-13,2200.0,2026-03-15,Actual
West Bengal,Cereals,Maize,2026-03-12,2200.0,2026-03-15,Actual
West Bengal,Cereals,Maize,2026-03-11,2200.0,2026-03-15,Actual
West Bengal,Cereals,Paddy(Common),2026-03-13,2337.04,2026-03-15,Actual
West Bengal,Cereals,Paddy(Common),2026-03-12,2346.96,2026-03-15,Actual
West Bengal,Cereals,Paddy(Common),2026-03-11,2329.47,2026-03-15,Actual
West Bengal,Cereals,Wheat,2026-03-13,2551.25,2026-03-15,Actual
West Bengal,Cereals,Wheat,2026-03-12,2641.9,2026-03-15,Actual
West Bengal,Cereals,Wheat,2026-03-11,2521.44,2026-03-15,Actual
West Bengal,Oil Seeds,Mustard,2026-03-13,6455.69,2026-03-15,Actual
West Bengal,Oil Seeds,Mustard,2026-03-12,6749.04,2026-03-15,Actual
West Bengal,Oil Seeds,Mustard,2026-03-11,6488.07,2026-03-15,Actual
West Bengal,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-03-13,6692.75,2026-03-15,Actual
West Bengal,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-03-12,6600.0,2026-03-15,Actual
West Bengal,Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",2026-03-11,6692.75,2026-03-15,Actual
West Bengal,Vegetables,Onion,2026-03-13,1636.87,2026-03-15,Actual
West Bengal,Vegetables,Onion,2026-03-12,1612.13,2026-03-15,Actual
West Bengal,Vegetables,Onion,2026-03-11,1676.31,2026-03-15,Actual
West Bengal,Vegetables,Potato,2026-03-13,810.31,2026-03-15,Actual
West Bengal,Vegetables,Potato,2026-03-12,819.54,2026-03-15,Actual
West Bengal,Vegetables,Potato,2026-03-11,830.79,2026-03-15,Actual
West Bengal,Vegetables,Tomato,2026-03-13,1516.82,2026-03-15,Actual
West Bengal,Vegetables,Tomato,2026-03-12,1435.9,2026-03-15,Actual
West Bengal,Vegetables,Tomato,2026-03-11,1434.03,2026-03-15,Actual
