,,,,Marketwise Price & Arrival Report (29-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 29 Mar, 2026","Price on 28 Mar, 2026","Price on 27 Mar, 2026","Arrival on 29 Mar, 2026","Arrival on 28 Mar, 2026","Arrival on 27 Mar, 2026"
Cereals,Maize,2400.00,2376.33,2033.80,2300.00,210.00,810.10,214.60
Cereals,Paddy(Common),2369.00,2389.02,2400.00,2398.96,100.10,300.10,360.50
Fibre Crops,Cotton,7710.00,6466.34,6999.98,6426.38,138.21,76.50,116.43
Vegetables,Onion,-,1100.00,971.49,1057.69,128.90,164.50,122.30
Vegetables,Potato,-,1077.87,890.81,993.62,379.50,562.80,410.10
Vegetables,Tomato,-,816.20,796.29,795.74,250.00,215.90,187.70

