,,,,Marketwise Price & Arrival Report (28-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Mar, 2026","Price on 27 Mar, 2026","Price on 26 Mar, 2026","Arrival on 28 Mar, 2026","Arrival on 27 Mar, 2026","Arrival on 26 Mar, 2026"
Cereals,Maize,2400.00,2033.80,2300.00,2042.91,810.10,214.60,630.92
Cereals,Paddy(Common),2369.00,2400.00,2398.96,2370.79,300.10,360.50,1562.40
Fibre Crops,Cotton,7710.00,6999.98,6426.38,6811.70,76.50,116.43,165.09
Oil Seeds,Soyabean,5328.00,-,-,5429.00,-,-,3.13
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,-,-,7497.83,-,-,25.75
Pulses,Bengal Gram(Gram)(Whole),5875.00,-,-,5209.00,-,-,25.68
Pulses,Green Gram(Moong)(Whole),8768.00,-,-,6700.00,-,-,26.00
Vegetables,Onion,-,971.49,1057.69,1062.37,164.50,122.30,231.70
Vegetables,Potato,-,890.81,993.62,1094.36,562.80,410.10,680.40
Vegetables,Tomato,-,796.29,795.74,791.88,215.90,187.70,206.40

