,,,,Marketwise Price & Arrival Report (12-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 12 Feb, 2026","Price on 11 Feb, 2026","Price on 10 Feb, 2026","Arrival on 12 Feb, 2026","Arrival on 11 Feb, 2026","Arrival on 10 Feb, 2026"
Cereals,Maize,2400.00,2350.00,2300.00,2332.97,69.40,29.60,36.40
Cereals,Paddy(Common),2369.00,2400.01,2389.53,2366.79,59.30,74.10,143.50
Fibre Crops,Cotton,7710.00,7938.14,7823.46,7814.78,716.12,504.34,698.64
Oil Seeds,Soyabean,5328.00,-,-,5299.00,-,-,12.60
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7759.00,-,7734.87,6.80,-,3.80
Pulses,Bengal Gram(Gram)(Whole),5650.00,5015.00,-,-,0.40,-,-
Vegetables,Onion,-,1194.51,1200.00,1166.58,173.90,76.20,143.30
Vegetables,Potato,-,930.85,874.98,950.64,135.80,306.20,484.80
Vegetables,Tomato,-,611.11,702.06,622.19,238.00,243.20,247.00

