,,,,Marketwise Price & Arrival Report (05-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 05 Feb, 2026","Price on 04 Feb, 2026","Price on 03 Feb, 2026","Arrival on 05 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026"
Cereals,Maize,2400.00,2300.00,-,2350.00,32.30,-,2.40
Cereals,Paddy(Common),2369.00,2380.01,2429.51,2449.94,205.51,57.61,166.80
Fibre Crops,Cotton,7710.00,7878.50,7897.86,7891.64,736.85,882.30,858.35
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,9808.00,-,-,1.93,-
Oil Seeds,Soyabean,5328.00,5799.00,5735.00,5711.00,17.63,11.61,25.10
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8118.00,8103.00,8111.00,3.00,23.10,3.70
Vegetables,Onion,-,1146.47,1190.58,1191.08,87.10,160.10,128.60
Vegetables,Potato,-,1009.89,1109.63,1210.20,290.60,367.60,507.00
Vegetables,Tomato,-,696.04,708.76,799.63,250.00,336.60,273.90

