,,,,Marketwise Price & Arrival Report (23-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 23 Jan, 2026","Price on 22 Jan, 2026","Price on 21 Jan, 2026","Arrival on 23 Jan, 2026","Arrival on 22 Jan, 2026","Arrival on 21 Jan, 2026"
Cereals,Maize,2400.00,1940.00,1955.00,2307.17,15.06,7.95,73.10
Cereals,Paddy(Common),2369.00,2416.46,2405.63,2589.79,123.40,141.60,105.44
Fibre Crops,Cotton,7710.00,7913.17,7885.66,7889.93,899.21,813.99,815.80
Oil Seeds,Groundnut,7263.00,4500.00,4150.00,4200.00,9.50,7.05,5.55
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,-,10025.00,-,-,1.30
Oil Seeds,Soyabean,5328.00,5419.00,5379.00,5349.00,29.14,52.68,30.48
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7556.94,-,7344.00,4.35,-,19.70
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7312.00,6859.00,-,0.40,0.25,-
Pulses,Green Gram(Moong)(Whole),8768.00,7752.00,-,5500.00,0.15,-,1.00
Vegetables,Onion,-,1422.05,1420.33,1378.39,211.80,143.60,155.10
Vegetables,Potato,-,1008.04,1032.26,1009.44,218.80,312.50,306.70
Vegetables,Tomato,-,1203.62,1193.34,815.22,190.80,169.00,242.50

