,,,,Marketwise Price & Arrival Report (13-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 13 Mar, 2026","Price on 12 Mar, 2026","Price on 11 Mar, 2026","Arrival on 13 Mar, 2026","Arrival on 12 Mar, 2026","Arrival on 11 Mar, 2026"
Cereals,Maize,2400.00,2126.23,2300.00,2300.00,269.69,174.40,170.20
Cereals,Paddy(Common),2369.00,2388.61,2377.99,2398.59,0.10,145.10,440.10
Fibre Crops,Cotton,7710.00,6474.38,6454.76,6523.64,152.33,123.10,70.77
Oil Seeds,Groundnut,7263.00,-,7170.00,6989.00,-,0.60,3.18
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,-,9529.00,-,-,1.46
Oil Seeds,Soyabean,5328.00,5459.00,5329.00,5469.00,6.12,5.59,9.65
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7496.47,7254.13,7579.00,16.74,23.73,38.82
Pulses,Bengal Gram(Gram)(Whole),5875.00,5185.91,5176.65,5196.00,205.18,190.81,248.26
Pulses,Green Gram(Moong)(Whole),8768.00,-,7175.00,-,-,7.40,-
Vegetables,Onion,-,1117.21,1056.12,1100.00,91.80,162.90,169.50
Vegetables,Potato,-,761.71,1030.75,831.23,517.90,540.00,473.20
Vegetables,Tomato,-,559.48,560.17,556.74,202.60,272.40,278.80

