,,,,Marketwise Price & Arrival Report (10-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 10 Mar, 2026","Price on 09 Mar, 2026","Price on 08 Mar, 2026","Arrival on 10 Mar, 2026","Arrival on 09 Mar, 2026","Arrival on 08 Mar, 2026"
Cereals,Maize,2400.00,2300.00,2185.59,2300.00,199.40,99.90,178.00
Cereals,Paddy(Common),2369.00,2387.28,2391.41,2400.02,237.60,90.10,42.10
Fibre Crops,Cotton,7710.00,6410.37,6958.18,6258.15,103.11,70.80,48.10
Oil Seeds,Groundnut,7263.00,7369.00,-,-,0.93,-,-
Oil Seeds,Soyabean,5328.00,5488.00,5489.00,-,2.68,0.99,-
Oil Seeds,Sunflower,7721.00,-,4755.00,-,-,0.30,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7418.86,7418.92,-,37.21,18.97,-
Pulses,Bengal Gram(Gram)(Whole),5875.00,5183.54,5137.34,-,225.73,242.77,-
Pulses,Green Gram(Moong)(Whole),8768.00,6800.00,6800.00,-,6.40,11.60,-
Vegetables,Onion,-,1080.92,1042.97,1200.00,191.80,87.10,127.60
Vegetables,Potato,-,1024.43,1148.52,1204.67,519.80,293.70,329.80
Vegetables,Tomato,-,697.31,801.13,701.93,319.90,177.00,207.70

