state,commodity,commodity_group,district,market,predicted_for_date,predicted_price,model_used,rmse,mae,mape,confidence_score,trained_till_date,prediction_run_date,base_last_price,trend_used,price_date,price,price_type
Nagaland,Potato,Vegetables,,,2026-01-31,2000.0,fallback_copy,0.0,0.0,0.0,LOW,2026-01-30,2026-02-18,2000.0,0.0,2026-01-31,2000.0,predicted
Nagaland,Potato,Vegetables,,,2026-02-01,2000.0,fallback_copy,0.0,0.0,0.0,LOW,2026-01-30,2026-02-18,2000.0,0.0,2026-02-01,2000.0,predicted
Nagaland,Potato,Vegetables,,,2026-02-02,2000.0,fallback_copy,0.0,0.0,0.0,LOW,2026-01-30,2026-02-18,2000.0,0.0,2026-02-02,2000.0,predicted
