state,commodity,predicted_date,predicted_price,confidence_score
Assam,Lentil(Masur)(Whole),2026-01-30,8883.05,HIGH
Assam,Lentil(Masur)(Whole),2026-01-31,8816.2,HIGH
Assam,Lentil(Masur)(Whole),2026-02-01,8749.35,HIGH
Assam,Mustard,2026-01-28,6500.0,LOW
Assam,Mustard,2026-01-29,6500.0,LOW
Assam,Mustard,2026-01-30,6500.0,LOW
Assam,Onion,2026-01-30,2598.94,HIGH
Assam,Onion,2026-01-31,2523.68,HIGH
Assam,Onion,2026-02-01,2448.42,HIGH
Assam,Paddy(Common),2026-01-28,2050.0,LOW
Assam,Paddy(Common),2026-01-29,2050.0,LOW
Assam,Paddy(Common),2026-01-30,2050.0,LOW
Assam,Potato,2026-01-30,1309.16,HIGH
Assam,Potato,2026-01-31,1321.67,HIGH
Assam,Potato,2026-02-01,1334.18,HIGH
Assam,Tomato,2026-01-30,2999.24,HIGH
Assam,Tomato,2026-01-31,3047.68,HIGH
Assam,Tomato,2026-02-01,3096.12,HIGH
