,,,,Marketwise Price & Arrival Report (01-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 01 Feb, 2026","Price on 31 Jan, 2026","Price on 30 Jan, 2026","Arrival on 01 Feb, 2026","Arrival on 31 Jan, 2026","Arrival on 30 Jan, 2026"
Cereals,Maize,2400.00,2175.00,-,2235.00,34.25,-,34.25
Cereals,Paddy(Common),2369.00,2242.47,2381.94,2316.63,280.05,174.70,672.75
Cereals,Wheat,2425.00,2709.48,2694.72,2583.40,14.30,12.30,53.30
Oil Seeds,Groundnut,7263.00,-,-,9600.00,-,-,0.30
Oil Seeds,Mustard,5950.00,6644.10,6361.80,6967.05,27.55,18.65,80.95
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,6700.00,6750.00,6746.58,1.75,3.60,3.65
Pulses,Lentil(Masur)(Whole),6700.00,-,-,10000.00,-,-,35.00
Vegetables,Onion,-,1998.62,2066.72,2049.61,555.40,439.00,702.06
Vegetables,Potato,-,997.22,1019.64,1040.05,1044.49,851.05,1331.45
Vegetables,Tomato,-,2113.38,2179.63,2359.09,151.49,127.30,246.59

