,,,,Marketwise Price & Arrival Report (28-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jan, 2026","Price on 27 Jan, 2026","Price on 26 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026","Arrival on 26 Jan, 2026"
Cereals,Maize,2400.00,2250.00,2285.00,2275.00,32.25,34.25,34.25
Cereals,Paddy(Common),2369.00,2305.85,2298.26,2249.57,628.45,553.75,300.55
Cereals,Wheat,2425.00,2581.06,2597.39,2657.75,79.20,50.20,14.20
Oil Seeds,Groundnut,7263.00,9500.00,-,-,0.20,-,-
Oil Seeds,Mustard,5950.00,6715.97,6719.54,6566.47,61.20,62.30,34.45
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,6801.41,6801.41,6700.00,3.55,3.55,3.35
Vegetables,Onion,-,2062.74,2086.62,2024.84,869.31,909.38,583.85
Vegetables,Potato,-,1037.53,1046.87,1071.36,1578.05,1620.85,1296.60
Vegetables,Tomato,-,2854.59,3063.13,2813.44,239.91,231.33,149.54

