,,,,Marketwise Price & Arrival Report (21-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Mar, 2026","Price on 20 Mar, 2026","Price on 19 Mar, 2026","Arrival on 21 Mar, 2026","Arrival on 20 Mar, 2026","Arrival on 19 Mar, 2026"
Cereals,Maize,2400.00,2175.00,-,2185.00,17.25,-,18.25
Cereals,Paddy(Common),2369.00,2348.89,2385.26,2347.44,105.95,160.30,212.95
Cereals,Wheat,2585.00,2590.92,2525.98,2683.56,29.20,38.10,75.10
Oil Seeds,Mustard,6200.00,6498.74,6454.18,6783.13,41.60,41.25,124.75
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,6600.00,6646.38,6645.07,1.95,3.45,3.55
Vegetables,Onion,-,1452.08,1591.01,1554.56,452.97,537.85,643.26
Vegetables,Potato,-,736.81,743.73,738.04,1267.00,995.80,1279.55
Vegetables,Tomato,-,1221.41,1290.29,1241.91,144.85,168.35,207.95

