,,,,Marketwise Price & Arrival Report (12-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 12 Feb, 2026","Price on 11 Feb, 2026","Price on 10 Feb, 2026","Arrival on 12 Feb, 2026","Arrival on 11 Feb, 2026","Arrival on 10 Feb, 2026"
Cereals,Maize,2400.00,2275.00,2265.00,2235.00,27.25,31.25,27.25
Cereals,Paddy(Common),2369.00,2311.10,2325.83,2314.94,558.25,651.15,609.35
Cereals,Wheat,2425.00,2605.98,2580.24,2581.15,49.30,70.10,63.40
Oil Seeds,Groundnut,7263.00,9800.00,-,-,0.20,-,-
Oil Seeds,Mustard,5950.00,6678.30,6716.39,6730.48,61.30,51.55,50.60
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,6746.88,6701.53,6752.17,3.20,176.80,3.45
Vegetables,Onion,-,1911.54,1954.72,1941.18,822.03,788.75,849.09
Vegetables,Potato,-,911.43,937.05,951.58,1515.60,1618.70,1440.90
Vegetables,Tomato,-,1887.04,2026.68,2019.76,180.98,231.78,225.72

