,,,,Marketwise Price & Arrival Report (15-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 15 Feb, 2026","Price on 14 Feb, 2026","Price on 13 Feb, 2026","Arrival on 15 Feb, 2026","Arrival on 14 Feb, 2026","Arrival on 13 Feb, 2026"
Cereals,Maize,2400.00,2275.00,-,2245.00,22.25,-,24.25
Cereals,Paddy(Common),2369.00,2303.25,2372.08,2300.82,456.85,398.20,460.05
Cereals,Wheat,2425.00,2587.27,2589.67,2612.31,76.20,66.30,40.20
Oil Seeds,Mustard,5950.00,6703.06,6665.93,6711.71,56.30,56.35,64.70
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,6751.43,6744.78,6752.17,3.50,3.35,3.45
Vegetables,Onion,-,1942.13,1972.64,1902.58,636.83,612.54,602.45
Vegetables,Potato,-,909.17,896.23,908.95,1082.75,1322.70,1455.05
Vegetables,Tomato,-,1973.99,1988.28,1776.22,204.11,216.56,157.64

