state,commodity,price_date,price,price_type
Jammu and Kashmir,Onion,2026-02-01,2390.91,Predicted
Jammu and Kashmir,Onion,2026-02-02,2427.71,Predicted
Jammu and Kashmir,Onion,2026-02-03,2464.51,Predicted
Jammu and Kashmir,Potato,2026-02-01,1141.11,Predicted
Jammu and Kashmir,Potato,2026-02-02,1205.13,Predicted
Jammu and Kashmir,Potato,2026-02-03,1269.15,Predicted
Jammu and Kashmir,Tomato,2026-02-01,2049.37,Predicted
Jammu and Kashmir,Tomato,2026-02-02,1932.28,Predicted
Jammu and Kashmir,Tomato,2026-02-03,1815.19,Predicted
