,,,,Marketwise Price & Arrival Report (12-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 12 Feb, 2026","Price on 11 Feb, 2026","Price on 10 Feb, 2026","Arrival on 12 Feb, 2026","Arrival on 11 Feb, 2026","Arrival on 10 Feb, 2026"
Fibre Crops,Cotton,7710.00,-,7659.00,7708.00,-,678.00,837.00
Oil Seeds,Groundnut,7263.00,5001.00,8338.00,8333.32,20.00,706.00,529.80
Oil Seeds,Sunflower Seed,6760.00,-,6253.00,-,-,6.00,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,-,5211.00,5039.00,-,20.00,41.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,-,-,8550.00,-,-,9.80
Vegetables,Onion,-,-,-,1237.00,-,-,45.00
Vegetables,Potato,-,1700.00,1700.00,2000.00,1.60,1.60,1.60
Vegetables,Tomato,-,1178.26,1432.57,1537.66,158.68,128.20,147.08

