,,,,Marketwise Price & Arrival Report (06-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 06 Feb, 2026","Price on 05 Feb, 2026","Price on 04 Feb, 2026","Arrival on 06 Feb, 2026","Arrival on 05 Feb, 2026","Arrival on 04 Feb, 2026"
Fibre Crops,Cotton,7710.00,8019.00,8029.00,8069.00,951.00,1030.00,971.00
Oil Seeds,Groundnut,7263.00,7724.32,7697.24,7395.57,494.00,584.50,681.60
Oil Seeds,Sunflower Seed,6760.00,-,-,6331.00,-,-,15.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,-,8159.00,-,-,255.20,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,-,5509.00,-,-,41.70,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,-,8349.00,8569.00,-,3.10,5.10
Vegetables,Onion,-,-,1459.00,1285.00,-,14.90,38.60
Vegetables,Potato,-,1600.00,-,-,1.98,-,-
Vegetables,Tomato,-,1187.93,1216.10,1177.65,254.37,280.20,280.83

