,,,,Marketwise Price & Arrival Report (21-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 21 Mar, 2026","Price on 20 Mar, 2026","Price on 19 Mar, 2026","Arrival on 21 Mar, 2026","Arrival on 20 Mar, 2026","Arrival on 19 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3871.15,3668.39,3717.95,94.10,146.40,53.30
Cereals,Jowar(Sorghum),3699.00,5526.70,4911.99,4942.24,88.40,187.00,177.80
Cereals,Maize,2400.00,3246.41,2695.41,2500.00,36.20,35.40,0.30
Cereals,Paddy(Common),2369.00,2400.00,2763.66,2760.00,15.80,360.80,57.40
Cereals,Ragi(Finger Millet),4886.00,5200.00,5150.00,5250.00,0.40,0.20,0.40
Cereals,Wheat,2585.00,4053.91,3457.01,3442.33,509.60,2309.80,197.00
Fibre Crops,Cotton,7710.00,7900.00,7930.00,-,37.60,95.00,-
Oil Seeds,Groundnut,7263.00,-,7381.00,-,-,1.80,-
Oil Seeds,Mustard,6200.00,-,7907.98,6300.00,-,19.30,0.30
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,15317.07,13000.00,-,4.10,0.30
Oil Seeds,Soyabean,5328.00,5399.01,5413.49,5359.06,7.60,1203.70,1448.20
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,9714.57,8199.38,8000.00,119.40,80.50,1.10
Pulses,Bengal Gram(Gram)(Whole),5875.00,6400.00,7059.58,5884.01,4.20,86.70,91.60
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9310.00,9652.63,10200.00,2.00,1.90,0.70
Pulses,Green Gram(Moong)(Whole),8768.00,10386.23,10430.87,9406.98,37.40,66.40,4.30
Pulses,Lentil(Masur)(Whole),7000.00,8591.76,8820.19,7100.00,17.00,32.20,4.10

