,,,,Marketwise Price & Arrival Report (30-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 30 Jan, 2026","Price on 29 Jan, 2026","Price on 28 Jan, 2026","Arrival on 30 Jan, 2026","Arrival on 29 Jan, 2026","Arrival on 28 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3664.16,3774.03,3773.22,106.60,46.20,113.20
Cereals,Jowar(Sorghum),3699.00,5442.56,3900.00,5879.38,92.10,2.00,72.00
Cereals,Maize,2400.00,3233.54,3250.00,3020.07,7.90,9.10,70.30
Cereals,Paddy(Common),2369.00,2811.09,2805.51,2688.18,487.40,532.30,676.50
Cereals,Ragi(Finger Millet),4886.00,5200.00,-,5150.00,0.30,-,0.20
Cereals,Wheat,2425.00,3339.30,3548.92,3485.77,982.30,682.30,1374.80
Fibre Crops,Cotton,7710.00,7955.81,7956.46,7986.74,1486.30,1227.00,1151.90
Oil Seeds,Groundnut,7263.00,8699.00,-,8102.00,0.20,-,0.60
Oil Seeds,Mustard,5950.00,8000.00,8000.00,8000.00,4.10,36.20,20.30
Oil Seeds,Safflower,5940.00,7815.48,7461.62,6800.00,2.30,1.30,0.10
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,16454.55,15769.23,15547.95,1.10,3.90,21.90
Oil Seeds,Soyabean,5328.00,5700.02,5709.91,5581.93,2637.60,705.60,1449.20
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8536.48,8615.57,8402.79,5066.30,1488.10,2174.30
Pulses,Bengal Gram(Gram)(Whole),5650.00,6804.95,6713.70,7040.10,74.90,96.40,192.40
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9318.75,9410.00,9027.38,4.80,4.00,26.30
Pulses,Green Gram(Moong)(Whole),8768.00,10299.10,10347.19,10397.76,61.40,40.90,112.30
Pulses,Lentil(Masur)(Whole),6700.00,8159.29,7528.87,7957.44,18.30,21.30,30.90

