,,,,Marketwise Price & Arrival Report (03-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 03 Feb, 2026","Price on 02 Feb, 2026","Price on 01 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026","Arrival on 01 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3655.50,3819.56,3200.00,71.00,175.20,0.30
Cereals,Jowar(Sorghum),3699.00,5881.54,5755.70,3900.00,78.00,82.40,0.60
Cereals,Maize,2400.00,3230.70,3248.22,-,5.70,92.60,-
Cereals,Paddy(Common),2369.00,2803.85,2788.39,2750.43,528.30,655.70,223.30
Cereals,Ragi(Finger Millet),4886.00,5100.00,5100.00,-,0.40,0.50,-
Cereals,Wheat,2425.00,3508.62,3553.16,2958.18,1130.60,1173.70,52.60
Fibre Crops,Cotton,7710.00,7899.78,7931.56,7860.00,1435.80,704.10,192.00
Oil Seeds,Groundnut,7263.00,7551.00,8651.00,-,0.40,0.20,-
Oil Seeds,Mustard,5950.00,7995.48,8000.00,-,17.70,3.50,-
Oil Seeds,Safflower,5940.00,8884.44,-,-,4.50,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,16666.67,17003.50,19000.00,0.90,0.40,0.30
Oil Seeds,Soyabean,5328.00,5624.93,5590.97,5570.32,4249.90,2697.60,27.90
Oil Seeds,Sunflower,7721.00,8110.00,-,-,2.30,-,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8298.55,8362.04,8374.40,3614.10,4002.90,98.10
Pulses,Bengal Gram(Gram)(Whole),5650.00,6709.25,6465.15,7000.00,260.20,369.70,0.30
Pulses,Black Gram(Urd Beans)(Whole),7800.00,10142.86,9076.08,12000.00,0.70,32.40,0.30
Pulses,Green Gram(Moong)(Whole),8768.00,10436.49,10140.49,10500.00,82.90,30.50,0.30
Pulses,Lentil(Masur)(Whole),6700.00,8876.41,8484.84,-,49.60,38.60,-

