,,,,Marketwise Price & Arrival Report (17-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 17 Feb, 2026","Price on 16 Feb, 2026","Price on 15 Feb, 2026","Arrival on 17 Feb, 2026","Arrival on 16 Feb, 2026","Arrival on 15 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3792.48,3800.67,3000.00,83.20,119.20,18.00
Cereals,Jowar(Sorghum),3699.00,5856.07,5401.88,-,78.30,95.50,-
Cereals,Maize,2400.00,3246.15,3248.46,-,35.10,58.30,-
Cereals,Paddy(Common),2369.00,2731.96,2684.61,2750.00,223.90,218.70,52.90
Cereals,Ragi(Finger Millet),4886.00,5200.00,5250.00,-,0.30,0.20,-
Cereals,Wheat,2425.00,3655.20,3555.80,2911.28,972.50,1614.80,74.90
Fibre Crops,Cotton,7710.00,7962.82,7984.97,-,1494.90,1298.50,-
Oil Seeds,Groundnut,7263.00,8000.00,-,-,0.20,-,-
Oil Seeds,Mustard,5950.00,7990.91,-,-,22.00,-,-
Oil Seeds,Safflower,5940.00,-,6879.40,-,-,0.50,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,15406.25,15241.38,-,8.00,2.90,-
Oil Seeds,Soyabean,5328.00,5454.85,5432.70,-,153.30,187.70,-
Oil Seeds,Sunflower,7721.00,8090.00,-,-,1.00,-,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8106.10,8136.89,-,897.40,58.00,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5724.46,6650.35,-,133.40,530.70,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9261.09,9272.69,-,24.80,11.90,-
Pulses,Green Gram(Moong)(Whole),8768.00,9977.56,10116.06,-,43.00,60.40,-
Pulses,Lentil(Masur)(Whole),6700.00,8767.56,8705.22,-,26.20,26.80,-

