,,,,Marketwise Price & Arrival Report (16-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 16 Feb, 2026","Price on 15 Feb, 2026","Price on 14 Feb, 2026","Arrival on 16 Feb, 2026","Arrival on 15 Feb, 2026","Arrival on 14 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3800.67,3000.00,3732.62,119.20,18.00,53.90
Cereals,Jowar(Sorghum),3699.00,5401.88,-,5526.44,95.50,-,87.00
Cereals,Maize,2400.00,3248.46,-,2800.00,58.30,-,0.40
Cereals,Paddy(Common),2369.00,2684.61,2750.00,2744.68,218.70,52.90,676.50
Cereals,Ragi(Finger Millet),4886.00,5250.00,-,5250.00,0.20,-,0.40
Cereals,Wheat,2425.00,3555.80,2911.28,2989.48,1614.80,74.90,305.90
Fibre Crops,Cotton,7710.00,7984.97,-,7770.00,1298.50,-,31.20
Oil Seeds,Safflower,5940.00,6879.40,-,6822.37,0.50,-,1.90
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,15241.38,-,-,2.90,-,-
Oil Seeds,Soyabean,5328.00,5432.70,-,5405.53,187.70,-,346.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8136.89,-,8129.52,58.00,-,1100.10
Pulses,Bengal Gram(Gram)(Whole),5650.00,6650.35,-,6750.00,530.70,-,3.90
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9272.69,-,8900.00,11.90,-,0.30
Pulses,Green Gram(Moong)(Whole),8768.00,10116.06,-,9200.00,60.40,-,3.80
Pulses,Lentil(Masur)(Whole),6700.00,8705.22,-,6950.00,26.80,-,4.30

