,,,,Marketwise Price & Arrival Report (02-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 02 Mar, 2026","Price on 01 Mar, 2026","Price on 28 Feb, 2026","Arrival on 02 Mar, 2026","Arrival on 01 Mar, 2026","Arrival on 28 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3954.30,2900.00,3700.82,112.60,0.70,58.40
Cereals,Jowar(Sorghum),3699.00,4922.05,-,5713.41,188.40,-,82.30
Cereals,Maize,2400.00,3155.00,-,2454.55,79.00,-,1.10
Cereals,Paddy(Common),2369.00,2628.73,2620.95,2748.66,139.30,43.10,394.10
Cereals,Ragi(Finger Millet),4886.00,5300.00,-,5200.00,0.30,-,0.30
Cereals,Wheat,2425.00,3774.95,2884.47,3117.96,1117.20,38.00,315.00
Fibre Crops,Cotton,7710.00,-,-,7785.04,-,-,90.10
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,13000.00,13000.00,-,0.30,0.30,-
Oil Seeds,Soyabean,5328.00,5354.21,5345.00,6200.00,10.30,2.70,30.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8094.66,8146.00,8104.14,261.50,3.00,1224.10
Pulses,Bengal Gram(Gram)(Whole),5650.00,7641.91,6500.00,6662.50,233.30,0.30,16.00
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9875.00,10500.00,9200.00,0.80,0.30,0.40
Pulses,Green Gram(Moong)(Whole),8768.00,10388.27,10500.00,9200.00,35.80,0.30,3.80
Pulses,Lentil(Masur)(Whole),6700.00,8488.64,-,6900.00,13.20,-,3.90

