,,,,Marketwise Price & Arrival Report (09-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 09 Mar, 2026","Price on 08 Mar, 2026","Price on 07 Mar, 2026","Arrival on 09 Mar, 2026","Arrival on 08 Mar, 2026","Arrival on 07 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3863.21,-,3797.34,74.70,-,63.70
Cereals,Jowar(Sorghum),3699.00,4973.17,-,5714.71,201.30,-,79.80
Cereals,Maize,2400.00,2552.28,-,2550.00,47.80,-,0.30
Cereals,Paddy(Common),2369.00,2749.68,2856.31,2761.16,469.40,70.00,310.70
Cereals,Ragi(Finger Millet),4886.00,5350.00,-,5400.00,0.30,-,0.30
Cereals,Wheat,2425.00,3482.07,2988.83,3125.99,1490.00,61.80,458.90
Fibre Crops,Cotton,7710.00,7981.14,-,7836.42,480.20,-,156.50
Oil Seeds,Groundnut,7263.00,8000.00,-,7625.00,0.10,-,0.40
Oil Seeds,Mustard,5950.00,7520.51,-,6350.00,9.70,-,0.70
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,14923.08,13000.00,-,1.30,0.30,-
Oil Seeds,Soyabean,5328.00,5511.71,-,5624.08,1707.40,-,116.90
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8143.71,-,8021.04,242.60,-,7.70
Pulses,Bengal Gram(Gram)(Whole),5650.00,7351.19,-,6600.00,200.50,-,4.40
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9257.84,9300.00,9550.00,60.60,0.60,0.50
Pulses,Green Gram(Moong)(Whole),8768.00,10380.19,10400.00,9500.00,72.20,0.30,3.90
Pulses,Lentil(Masur)(Whole),6700.00,8036.08,-,7200.00,15.80,-,3.70

