,,,,Marketwise Price & Arrival Report (31-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 31 Jan, 2026","Price on 30 Jan, 2026","Price on 29 Jan, 2026","Arrival on 31 Jan, 2026","Arrival on 30 Jan, 2026","Arrival on 29 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3645.29,3664.16,3774.03,58.50,106.60,46.20
Cereals,Jowar(Sorghum),3699.00,5614.01,5442.56,3900.00,86.70,92.10,2.00
Cereals,Maize,2400.00,2650.00,3233.54,3250.00,0.20,7.90,9.10
Cereals,Paddy(Common),2369.00,2687.30,2811.09,2805.51,570.50,487.40,532.30
Cereals,Ragi(Finger Millet),4886.00,5150.00,5200.00,-,0.40,0.30,-
Cereals,Wheat,2425.00,2952.67,3339.30,3548.92,374.50,982.30,682.30
Fibre Crops,Cotton,7710.00,8086.74,7955.81,7956.46,214.20,1486.30,1227.00
Oil Seeds,Groundnut,7263.00,-,8699.00,-,-,0.20,-
Oil Seeds,Mustard,5950.00,-,8000.00,8000.00,-,4.10,36.20
Oil Seeds,Safflower,5940.00,6735.86,7815.48,7461.62,0.70,2.30,1.30
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,-,16454.55,15769.23,-,1.10,3.90
Oil Seeds,Soyabean,5328.00,5538.15,5700.02,5709.91,1619.40,2637.60,705.60
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8427.74,8536.48,8615.57,2544.00,5066.30,1488.10
Pulses,Bengal Gram(Gram)(Whole),5650.00,6229.38,6804.95,6713.70,9.70,74.90,96.40
Pulses,Black Gram(Urd Beans)(Whole),7800.00,8700.00,9318.75,9410.00,0.40,4.80,4.00
Pulses,Green Gram(Moong)(Whole),8768.00,9150.00,10299.10,10347.19,3.50,61.40,40.90
Pulses,Lentil(Masur)(Whole),6700.00,6900.00,8159.29,7528.87,4.10,18.30,21.30

