,,,,Marketwise Price & Arrival Report (17-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 17 Mar, 2026","Price on 16 Mar, 2026","Price on 15 Mar, 2026","Arrival on 17 Mar, 2026","Arrival on 16 Mar, 2026","Arrival on 15 Mar, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3864.39,3887.75,3000.38,77.50,71.80,1.60
Cereals,Jowar(Sorghum),3699.00,5021.66,4848.15,-,215.10,300.70,-
Cereals,Maize,2400.00,2500.00,2404.41,-,0.40,10.20,-
Cereals,Paddy(Common),2369.00,2822.37,2754.14,2668.08,411.20,375.20,82.70
Cereals,Ragi(Finger Millet),4886.00,5250.00,5400.00,-,0.30,0.20,-
Cereals,Wheat,2585.00,3803.04,3623.92,2600.00,2364.30,1933.00,4.80
Fibre Crops,Cotton,7710.00,7832.22,7837.13,-,137.20,123.90,-
Oil Seeds,Mustard,6200.00,7886.55,7901.45,-,28.50,6.90,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,15463.05,13000.00,-,20.30,0.30,-
Oil Seeds,Soyabean,5328.00,5368.70,5353.87,5434.00,133.80,1238.40,7.00
Oil Seeds,Sunflower,7721.00,7960.00,-,-,0.10,-,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8073.56,8099.41,-,420.50,552.80,-
Pulses,Bengal Gram(Gram)(Whole),5875.00,7152.06,7396.13,-,379.70,271.10,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9262.39,9301.72,-,59.30,14.50,-
Pulses,Green Gram(Moong)(Whole),8768.00,10418.95,10447.56,-,60.70,143.60,-
Pulses,Lentil(Masur)(Whole),7000.00,8757.92,8804.24,-,30.30,27.10,-

