,,,,Marketwise Price & Arrival Report (28-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jan, 2026","Price on 27 Jan, 2026","Price on 26 Jan, 2026","Arrival on 28 Jan, 2026","Arrival on 27 Jan, 2026","Arrival on 26 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,3773.22,3715.46,3113.75,113.20,158.30,0.40
Cereals,Jowar(Sorghum),3699.00,5879.38,5370.89,3900.00,72.00,103.30,0.60
Cereals,Maize,2400.00,3020.07,3237.61,-,70.30,45.20,-
Cereals,Paddy(Common),2369.00,2688.18,2663.78,2700.00,676.50,738.10,66.40
Cereals,Ragi(Finger Millet),4886.00,5150.00,5200.00,-,0.20,0.30,-
Cereals,Wheat,2425.00,3485.77,2940.45,2739.29,1374.80,1502.00,4.20
Fibre Crops,Cotton,7710.00,7986.74,8028.65,7900.00,1151.90,1644.40,165.40
Oil Seeds,Groundnut,7263.00,8102.00,7901.00,-,0.60,0.40,-
Oil Seeds,Mustard,5950.00,8000.00,-,-,20.30,-,-
Oil Seeds,Safflower,5940.00,6800.00,-,-,0.10,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,15547.95,16083.33,14000.00,21.90,1.80,0.30
Oil Seeds,Soyabean,5328.00,5581.93,5583.34,5461.11,1449.20,2579.00,9.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,8402.79,8254.53,-,2174.30,3311.00,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,7040.10,7008.67,7000.00,192.40,210.50,0.30
Pulses,Black Gram(Urd Beans)(Whole),7800.00,9027.38,9224.38,10500.00,26.30,20.10,0.30
Pulses,Green Gram(Moong)(Whole),8768.00,10397.76,10267.47,10500.00,112.30,76.40,0.30
Pulses,Lentil(Masur)(Whole),6700.00,7957.44,8271.64,-,30.90,34.20,-

