state,commodity_group,commodity,price_date,price,source_date
Punjab,Cereals,Wheat,2026-01-28,2440.0,2026-02-01
Punjab,Fibre Crops,Cotton,2026-01-30,7696.21,2026-02-01
Punjab,Fibre Crops,Cotton,2026-01-29,7688.94,2026-02-01
Punjab,Fibre Crops,Cotton,2026-01-28,7699.23,2026-02-01
Punjab,Vegetables,Onion,2026-01-30,1666.98,2026-02-01
Punjab,Vegetables,Onion,2026-01-29,1831.48,2026-02-01
Punjab,Vegetables,Onion,2026-01-28,1638.44,2026-02-01
Punjab,Vegetables,Potato,2026-01-30,356.19,2026-02-01
Punjab,Vegetables,Potato,2026-01-29,348.67,2026-02-01
Punjab,Vegetables,Potato,2026-01-28,361.54,2026-02-01
Punjab,Vegetables,Tomato,2026-01-30,1739.14,2026-02-01
Punjab,Vegetables,Tomato,2026-01-29,1875.35,2026-02-01
Punjab,Vegetables,Tomato,2026-01-28,1757.09,2026-02-01
