,,,,Marketwise Price & Arrival Report (16-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 16 Feb, 2026","Price on 15 Feb, 2026","Price on 14 Feb, 2026","Arrival on 16 Feb, 2026","Arrival on 15 Feb, 2026","Arrival on 14 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2547.25,-,2413.21,384.81,-,407.78
Cereals,Jowar(Sorghum),3699.00,5205.75,-,5440.19,51.60,-,47.96
Cereals,Maize,2400.00,2078.95,-,1800.00,3.80,-,2.90
Cereals,Paddy(Common),2369.00,2303.74,-,2354.08,33.66,-,75.99
Cereals,Wheat,2425.00,2465.20,-,2456.20,4392.03,-,1455.95
Fibre Crops,Cotton,7710.00,7596.56,-,7730.85,1816.42,-,3344.77
Oil Seeds,Groundnut,7263.00,7344.67,-,7187.12,671.14,-,319.88
Oil Seeds,Mustard,5950.00,6113.76,-,5983.89,3722.03,-,1350.99
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9395.17,-,9381.30,68.83,-,103.10
Oil Seeds,Soyabean,5328.00,5039.46,-,5192.00,140.40,-,90.60
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7143.56,-,7184.50,1530.55,-,877.74
Pulses,Bengal Gram(Gram)(Whole),5650.00,5309.29,-,5443.34,614.05,-,191.01
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7287.47,-,7584.67,51.94,-,31.87
Pulses,Green Gram(Moong)(Whole),8768.00,7216.42,-,7115.64,25.00,-,16.80
Vegetables,Onion,-,1114.98,1115.64,1104.08,10806.35,476.28,7680.61
Vegetables,Potato,-,825.91,876.82,788.03,2346.67,1152.09,2437.69
Vegetables,Tomato,-,1001.80,856.73,955.20,650.57,452.97,730.42

