,,,,Marketwise Price & Arrival Report (22-01-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 22 Jan, 2026","Price on 21 Jan, 2026","Price on 20 Jan, 2026","Arrival on 22 Jan, 2026","Arrival on 21 Jan, 2026","Arrival on 20 Jan, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2649.98,2667.47,2582.81,202.39,243.83,165.38
Cereals,Jowar(Sorghum),3699.00,4852.22,4410.49,4711.80,36.10,36.72,29.97
Cereals,Maize,2400.00,-,2000.00,2122.50,-,0.70,0.20
Cereals,Paddy(Common),2369.00,2378.26,2240.49,2352.90,192.62,251.70,224.16
Cereals,Wheat,2425.00,2657.92,2625.03,2627.06,502.79,436.41,737.78
Fibre Crops,Cotton,7710.00,7758.23,7657.06,7671.23,4663.83,4905.43,4837.66
Oil Seeds,Groundnut,7263.00,6786.99,6511.90,6371.02,1476.57,896.96,845.66
Oil Seeds,Mustard,5950.00,6257.57,6176.19,6218.00,127.63,136.57,180.74
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9252.10,9766.79,9196.97,83.46,133.65,89.87
Oil Seeds,Soyabean,5328.00,4951.04,4918.11,4984.95,279.70,289.40,519.00
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7010.39,7311.58,7205.01,435.52,2997.65,4187.00
Pulses,Bengal Gram(Gram)(Whole),5650.00,6854.52,6628.05,6009.96,120.85,96.80,220.50
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6441.32,6514.93,6356.51,48.99,71.30,44.15
Pulses,Green Gram(Moong)(Whole),8768.00,6769.92,7122.84,6908.34,58.25,51.85,51.25
Vegetables,Onion,-,1235.41,1595.03,1235.48,3884.70,2290.85,5449.75
Vegetables,Potato,-,851.16,999.60,1183.80,909.21,1412.75,1718.40
Vegetables,Tomato,-,2589.11,2401.41,2420.00,233.65,806.00,901.30

