,,,,Marketwise Price & Arrival Report (28-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Feb, 2026","Price on 27 Feb, 2026","Price on 26 Feb, 2026","Arrival on 28 Feb, 2026","Arrival on 27 Feb, 2026","Arrival on 26 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2463.51,2370.44,2401.74,102.15,189.52,240.46
Cereals,Barley(Jau),1980.00,-,2145.00,-,-,0.50,-
Cereals,Jowar(Sorghum),3699.00,4773.82,3994.17,4829.10,118.39,203.63,101.17
Cereals,Maize,2400.00,2150.00,1967.50,1855.00,0.60,1.20,0.30
Cereals,Paddy(Common),2369.00,2160.91,2365.42,2308.53,4.75,53.92,44.69
Cereals,Wheat,2425.00,2372.72,2411.29,2456.07,2416.94,4744.32,4552.15
Fibre Crops,Cotton,7710.00,7753.97,7631.71,7727.62,4244.54,2379.96,3300.33
Oil Seeds,Groundnut,7263.00,6778.50,6973.35,6712.58,203.64,502.84,128.40
Oil Seeds,Mustard,5950.00,5754.11,5876.29,6060.53,5346.98,6337.58,4294.52
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,8686.18,8736.80,9136.74,42.91,52.34,44.53
Oil Seeds,Soyabean,5328.00,4912.20,4852.06,4895.34,49.40,58.40,89.20
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7351.12,7312.42,7240.71,883.15,1157.39,1214.45
Pulses,Bengal Gram(Gram)(Whole),5650.00,5432.27,5269.10,5351.44,832.60,1052.00,917.01
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6863.15,6983.36,7525.70,22.91,48.21,29.75
Pulses,Green Gram(Moong)(Whole),8768.00,6293.82,6487.09,6760.78,8.20,6.85,9.30
Vegetables,Onion,-,945.74,948.52,986.15,11023.30,12837.21,10701.57
Vegetables,Potato,-,833.56,746.64,784.30,1684.30,2039.45,2262.70
Vegetables,Tomato,-,961.79,957.86,908.34,704.76,815.30,748.44

