,,,,Marketwise Price & Arrival Report (05-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 05 Feb, 2026","Price on 04 Feb, 2026","Price on 03 Feb, 2026","Arrival on 05 Feb, 2026","Arrival on 04 Feb, 2026","Arrival on 03 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2625.68,2640.59,2605.21,187.21,226.06,310.05
Cereals,Jowar(Sorghum),3699.00,5234.96,4835.64,4426.58,29.89,23.62,37.09
Cereals,Maize,2400.00,2005.00,1863.97,1857.69,0.10,1.95,2.60
Cereals,Paddy(Common),2369.00,2347.41,2338.64,2305.13,21.86,140.12,169.18
Cereals,Wheat,2425.00,2518.81,2583.88,2577.49,666.40,695.99,689.54
Fibre Crops,Cotton,7710.00,7699.11,7703.20,7664.78,3454.28,3550.43,3950.08
Oil Seeds,Groundnut,7263.00,6939.56,7002.36,6731.81,542.62,572.67,1014.46
Oil Seeds,Mustard,5950.00,6147.90,6226.81,6171.96,955.30,692.03,702.80
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9397.89,9400.59,9122.26,105.05,93.26,91.87
Oil Seeds,Soyabean,5328.00,5457.76,5421.45,5345.62,226.78,231.76,394.34
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7512.33,7359.65,7602.08,839.78,858.05,1538.60
Pulses,Bengal Gram(Gram)(Whole),5650.00,6003.75,6582.86,5705.41,115.54,151.80,223.07
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7143.10,7284.83,7092.61,61.14,62.36,78.78
Pulses,Green Gram(Moong)(Whole),8768.00,6301.50,6952.36,7106.50,124.05,19.10,21.15
Vegetables,Onion,-,1164.69,888.95,1040.91,4497.51,2496.10,8477.64
Vegetables,Potato,-,801.40,832.23,879.39,2252.07,1679.51,2030.10
Vegetables,Tomato,-,1066.41,1055.02,1274.87,998.78,370.72,896.48

