,,,,Marketwise Price & Arrival Report (03-02-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 03 Feb, 2026","Price on 02 Feb, 2026","Price on 01 Feb, 2026","Arrival on 03 Feb, 2026","Arrival on 02 Feb, 2026","Arrival on 01 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2605.21,2632.84,-,310.05,213.61,-
Cereals,Jowar(Sorghum),3699.00,4426.58,4639.71,-,37.09,37.72,-
Cereals,Maize,2400.00,1857.69,-,-,2.60,-,-
Cereals,Paddy(Common),2369.00,2305.13,2305.57,-,169.18,125.19,-
Cereals,Wheat,2425.00,2577.49,2581.61,-,689.54,674.19,-
Fibre Crops,Cotton,7710.00,7664.78,7546.68,-,3950.08,2528.97,-
Oil Seeds,Groundnut,7263.00,6731.81,6926.40,-,1014.46,1586.24,-
Oil Seeds,Mustard,5950.00,6171.96,6275.46,-,702.80,857.58,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9122.26,9031.68,-,91.87,87.63,-
Oil Seeds,Soyabean,5328.00,5345.62,5401.66,-,394.34,357.10,-
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7602.08,7638.56,-,1538.60,1406.03,-
Pulses,Bengal Gram(Gram)(Whole),5650.00,5705.41,5557.11,-,223.07,170.50,-
Pulses,Black Gram(Urd Beans)(Whole),7800.00,7092.61,7314.12,-,78.78,104.74,-
Pulses,Green Gram(Moong)(Whole),8768.00,7106.50,7474.54,-,21.15,40.85,-
Vegetables,Onion,-,1040.91,1043.37,-,8477.64,10287.36,-
Vegetables,Potato,-,879.39,858.94,1306.18,2030.10,2156.80,21.75
Vegetables,Tomato,-,1274.87,1362.29,2892.62,896.48,1017.01,20.37

