,,,,Marketwise Price & Arrival Report (02-03-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 02 Mar, 2026","Price on 01 Mar, 2026","Price on 28 Feb, 2026","Arrival on 02 Mar, 2026","Arrival on 01 Mar, 2026","Arrival on 28 Feb, 2026"
Cereals,Bajra(Pearl Millet/Cumbu),2775.00,2351.89,-,2477.82,26.41,-,107.94
Cereals,Jowar(Sorghum),3699.00,4496.74,-,4773.82,197.36,-,118.39
Cereals,Maize,2400.00,2375.00,-,2150.00,0.30,-,0.60
Cereals,Paddy(Common),2369.00,2354.96,-,2160.91,29.00,-,4.75
Cereals,Wheat,2425.00,2513.90,-,2373.04,4148.44,-,2426.72
Fibre Crops,Cotton,7710.00,7591.17,-,7754.25,979.61,-,4270.54
Oil Seeds,Groundnut,7263.00,6861.65,-,6778.50,408.40,-,203.64
Oil Seeds,Mustard,5950.00,6158.21,-,5873.94,1029.82,-,6329.91
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",9846.00,9088.62,-,8686.18,51.66,-,42.91
Oil Seeds,Soyabean,5328.00,4831.55,-,4912.20,51.70,-,49.40
Pulses,Arhar(Tur/Red Gram)(Whole),8000.00,7395.00,-,7351.12,436.10,-,883.15
Pulses,Bengal Gram(Gram)(Whole),5650.00,5487.57,-,5432.27,789.46,-,832.60
Pulses,Black Gram(Urd Beans)(Whole),7800.00,6675.68,-,6835.60,37.44,-,23.67
Pulses,Green Gram(Moong)(Whole),8768.00,6855.00,-,6293.82,7.70,-,8.20
Vegetables,Onion,-,1135.06,1119.90,945.74,7381.37,443.37,11023.30
Vegetables,Potato,-,811.91,865.49,835.75,2546.94,1155.10,1741.70
Vegetables,Tomato,-,1076.50,1098.47,961.79,765.62,449.27,704.76

